artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes,Duration_min,Value_percentage,energy_perc,speechiness_perc,acousticness_perc,liveness_perc,valence_perc
jls,everybody in love,195586,False,2013,39,0.705,0.783,5,-5.971,0,0.0327,0.0703,0.0,0.36,0.656,140.022,pop,3.2597666666666667,3.2597666666666667,72.3076923076923,78.37837837837837,5.677083333333334,7.872340425531915,42.20398593200469,67.42034943473793
jason aldean,big green tractor,204200,False,2009,50,0.616,0.596,4,-5.035,1,0.0289,0.654,0.0,0.218,0.58,137.077,country,3.4033333333333333,3.4033333333333333,63.17948717948718,59.65965965965966,5.017361111111112,73.23628219484883,25.55685814771395,59.60945529290853
the fray,never say never,256613,False,2009,67,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,pop,4.276883333333333,4.276883333333333,23.58974358974359,49.249249249249246,5.503472222222223,63.605823068309064,20.63305978898007,26.92702980472765
lily allen,the fear,207120,True,2009,53,0.661,0.847,10,-6.948,1,0.0404,0.419,8.82e-05,0.107,0.522,134.002,pop,3.452,3.452,67.7948717948718,84.78478478478479,7.013888888888889,46.92049272116461,12.543962485345839,53.64850976361768
drake,best i ever had,258760,True,2010,54,0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.605,162.161,hip hop,4.312666666666667,4.312666666666667,44.205128205128204,89.4894894894895,57.29166666666667,10.649496080627099,22.039859320046894,62.17882836587872
kelly clarkson,already gone,281560,False,2009,56,0.209,0.872,9,-2.996,1,0.0757,0.217,0.0,0.0768,0.294,78.139,pop,4.692666666666667,4.692666666666667,21.435897435897434,87.28728728728728,13.14236111111111,24.300111982082868,9.003516998827667,30.215827338129497
miley cyrus,party in the u.s.a.,202066,False,2009,79,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop,3.367766666666667,3.367766666666667,66.87179487179488,69.86986986986986,7.291666666666667,0.12541993281075026,10.386869871043377,48.30421377183967
jordin sparks,battlefield,241920,False,2009,57,0.613,0.634,2,-3.472,1,0.0339,0.0178,0.0,0.0639,0.37,144.953,pop,4.032,4.032,62.871794871794876,63.46346346346346,5.885416666666667,1.9932810750279955,7.491207502930833,38.026721479958894
ne-yo,mad,254533,False,2008,64,0.731,0.644,0,-5.348,1,0.0343,0.665,0.0,0.11,0.691,129.94,pop,4.242216666666667,4.242216666666667,74.97435897435898,64.46446446446447,5.954861111111111,74.46808510638299,12.895662368112545,71.0174717368962
green day,21 guns,321093,False,2009,73,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,rock,5.35155,5.35155,27.487179487179493,74.27427427427428,6.163194444444444,5.8006718924972,73.38804220398593,42.75436793422405
keri hilson,knock you down,326186,False,2009,57,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,pop,5.4364333333333335,5.4364333333333335,60.30769230769231,87.78778778778779,27.77777777777778,1.0660694288913775,20.04689331770223,66.28982528263104
taylor swift,you belong with me,231146,False,2008,55,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,pop,3.852433333333333,3.8524333333333334,70.46153846153847,77.17717717717719,6.666666666666667,18.365061590145576,13.130128956623683,45.734840698869476
shinedown,second chance,222066,False,2008,67,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,rock,3.7011,3.7011,47.17948717948718,79.67967967967968,5.781250000000001,0.1198208286674132,12.42672919109027,18.705035971223023
asher roth,i love college,241933,True,2009,62,0.713,0.826,8,-4.075,1,0.243,0.0897,0.0,0.421,0.664,86.444,hip hop,4.032216666666667,4.032216666666667,73.12820512820512,82.68268268268267,42.1875,10.044792833146698,49.35521688159437,68.2425488180884
katy perry,waking up in vegas,199186,False,2008,49,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989,pop,3.3197666666666668,3.3197666666666668,53.74358974358975,87.88788788788789,6.006944444444445,0.1343784994400896,11.48886283704572,60.63720452209661
kelly clarkson,my life would suck without you,211493,False,2009,68,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,pop,3.5248833333333334,3.5248833333333334,53.94871794871795,88.28828828828829,8.836805555555555,0.15677491601343785,16.881594372801874,43.57656731757451
mumford & sons,little lion man,245173,True,2009,68,0.517,0.492,5,-8.05,1,0.0272,0.0275,3.19e-05,0.0873,0.455,138.585,Folk/Acoustic,4.086216666666667,4.086216666666667,53.02564102564102,49.249249249249246,4.722222222222222,3.0795072788353863,10.234466588511138,46.76258992805756
the fray,you found me,241853,False,2009,73,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,pop,4.030883333333334,4.030883333333334,34.66666666666667,80.38038038038039,7.17013888888889,2.0940649496080628,15.943728018757328,41.109969167523126
bruno mars,just the way you are,220734,False,2010,77,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,pop,3.6789,3.6789,65.12820512820512,84.18418418418419,7.326388888888889,1.5005599104143337,7.291910902696366,43.57656731757451
eminem,love the way you lie,263373,True,2010,81,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,hip hop,4.38955,4.38955,76.82051282051282,92.5925925925926,39.40972222222223,26.98768197088466,60.961313012895666,65.87872559095581
stromae,alors on danse - radio edit,206066,False,2010,77,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop,3.434433333333333,3.4344333333333332,81.12820512820514,59.05905905905906,13.767361111111112,11.131019036954088,7.620164126611958,73.38129496402878
kesha,tik tok,199693,False,2010,80,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,pop,3.3282166666666666,3.3282166666666666,77.43589743589745,83.78378378378379,24.652777777777775,11.097424412094064,33.88042203985932,73.38129496402878
david guetta,memories (feat. kid cudi),210853,False,2010,76,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,hip hop,3.5142166666666665,3.5142166666666665,56.00000000000001,91.69169169169169,44.270833333333336,0.1612541993281075,29.425556858147715,38.54059609455293
taio cruz,dynamite,202613,False,2010,80,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,hip hop,3.376883333333333,3.3768833333333332,77.02564102564102,78.37837837837837,14.913194444444446,0.4244120940649496,4.220398593200469,83.86433710174717
rihanna,only girl (in the world),235493,False,2010,73,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,hip hop,3.924883333333333,3.9248833333333333,80.92307692307693,71.67167167167166,7.500000000000001,14.44568868980963,8.089097303634233,62.79547790339157
katy perry,california gurls,234653,False,2012,72,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,pop,3.9108833333333335,3.9108833333333335,81.12820512820514,75.47547547547548,9.878472222222223,0.4994400895856664,19.10902696365768,43.67934224049332
kesha,take it off,215200,False,2010,68,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,pop,3.5866666666666664,3.5866666666666664,74.76923076923076,67.56756756756758,4.965277777777779,0.00463605823068309,10.164126611957796,76.05344295991779
inna,hot - play & win radio version,217036,False,2010,42,0.817,0.939,7,-6.079,0,0.28,0.0798,0.441,0.431,0.599,128.0,pop,3.617266666666666,3.6172666666666666,83.7948717948718,93.99399399399398,48.61111111111112,8.936170212765957,50.527549824150064,61.56217882836587
far east movement,like a g6,216893,False,2010,73,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,hip hop,3.614883333333333,3.6148833333333332,44.61538461538462,83.78378378378379,77.9513888888889,0.7569988801791714,13.716295427901526,79.95889003083249
david guetta,gettin' over you (feat. fergie & lmfao),188000,False,2010,62,0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,hip hop,3.1333333333333333,3.1333333333333333,63.07692307692307,91.3913913913914,14.16666666666667,19.932810750279952,9.06213364595545,46.24871531346352
duck sauce,barbra streisand - radio edit,196533,False,2010,46,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,Dance/Electronic,3.27555,3.27555,78.87179487179488,92.2922922922923,18.75,0.10515117581187008,27.315357561547483,52.00411099691675
lucenzo,danza kuduro (feat. don omar),213986,False,2011,0,0.622,0.942,7,-6.365,1,0.112,0.00713,0.0,0.0715,0.773,130.003,latin,3.5664333333333333,3.5664333333333333,63.794871794871796,94.29429429429429,19.444444444444446,0.7984322508398657,8.382180539273152,79.44501541623843
rihanna,te amo,208426,True,2009,67,0.567,0.707,8,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,hip hop,3.4737666666666667,3.4737666666666667,58.153846153846146,70.77077077077077,14.20138888888889,60.582306830907065,11.723329425556859,77.18396711202466
timbaland,carry out (featuring justin timberlake),232466,False,2009,69,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,hip hop,3.874433333333333,3.874433333333333,54.46153846153846,57.45745745745745,19.618055555555557,12.76595744680851,30.01172332942556,27.954779033915727
dj fresh,gold dust - radio edit,192446,False,2010,63,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,pop,3.2074333333333334,3.2074333333333334,46.256410256410255,94.89489489489489,25.520833333333332,28.555431131019038,45.95545134818288,30.318602261048305
edward maya,stereo love - radio edit,184573,False,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop,3.076216666666667,3.076216666666667,81.94871794871796,78.37837837837837,5.590277777777778,3.8745800671892496,8.874560375146542,60.22610483042138
taio cruz,break your heart,201546,False,2010,74,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,hip hop,3.3591,3.3591,62.256410256410255,93.4934934934935,5.451388888888889,3.661814109742441,10.656506447831184,58.37615621788284
black eyed peas,imma be,257560,False,2009,61,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,hip hop,4.292666666666666,4.292666666666666,61.23076923076923,51.751751751751755,63.36805555555556,20.044792833146698,35.990621336459554,42.34326824254882
sidney samson,riverside,320348,True,2009,47,0.804,0.976,1,-2.458,0,0.0445,0.00023,0.894,0.125,0.237,125.997,Dance/Electronic,5.339133333333334,5.339133333333334,82.46153846153847,97.69769769769769,7.725694444444445,0.025755879059350506,14.654161781946073,24.35765673175745
eminem,not afraid,248133,True,2010,79,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,hip hop,4.13555,4.13555,87.6923076923077,95.49549549549549,45.833333333333336,59.238521836506166,24.032825322391556,68.65364850976363
lady gaga,alejandro,274213,False,2009,67,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop,4.570216666666667,4.570216666666667,63.8974358974359,79.37937937937937,8.020833333333334,0.04445688689809631,43.96248534583822,36.99897225077081
rihanna,rude boy,222920,True,2009,74,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,hip hop,3.715333333333333,3.715333333333333,57.74358974358974,75.07507507507508,22.048611111111114,12.653975363941768,9.237983587338803,83.45323741007195
ne-yo,beautiful monster,251573,False,2010,57,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,pop,4.1928833333333335,4.1928833333333335,72.61538461538461,77.17717717717719,22.743055555555557,23.404255319148934,32.4736225087925,50.77081192189106
3oh!3,starstrukk,203093,False,2010,32,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896,hip hop,3.384883333333333,3.3848833333333332,62.05128205128205,79.57957957957959,12.36111111111111,0.1713325867861142,24.267291910902696,27.029804727646457
black eyed peas,the time (dirty bit),307640,False,2010,69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,hip hop,5.1273333333333335,5.1273333333333335,83.6923076923077,81.38138138138137,11.527777777777779,7.413213885778275,70.57444314185229,44.809866392600206
kelly rowland,commander,218106,False,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,hip hop,3.6351,3.6351,40.51282051282051,87.68768768768768,23.958333333333336,1.9372900335946248,42.438452520515824,58.273381294964025
swedish house mafia,one (your name) - radio edit,163246,False,2010,63,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,pop,2.7207666666666666,2.7207666666666666,75.17948717948718,67.36736736736736,5.781250000000001,1.4781634938409853,18.757327080890974,65.36485097636177
chris brown,deuces (feat. tyga & kevin mccall),276560,True,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,hip hop,4.609333333333334,4.609333333333334,70.97435897435898,73.67367367367366,19.097222222222225,3.6282194848824187,9.226260257913248,22.302158273381295
usher,dj got us fallin' in love (feat. pitbull),220800,False,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,hip hop,3.68,3.68,68.0,86.18618618618619,18.923611111111114,3.784994400895856,9.613130128956625,67.2147995889003
iyaz,replay,182306,False,2009,75,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,hip hop,3.0384333333333333,3.0384333333333333,72.41025641025641,75.17517517517518,12.291666666666668,19.372900335946248,19.695193434935522,20.041109969167525
flo rida,club can't handle me (feat. david guetta),234560,False,2010,76,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,hip hop,3.9093333333333335,3.9093333333333335,63.17948717948718,86.98698698698699,5.677083333333334,3.1690929451287793,7.50293083235639,48.6125385405961
sean kingston,eenie meenie,201946,False,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,hip hop,3.3657666666666666,3.3657666666666666,73.84615384615385,60.76076076076076,5.590277777777778,6.080627099664054,13.247362250879249,85.09763617677287
waka flocka flame,no hands (feat. roscoe dash & wale),263773,True,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,hip hop,4.396216666666667,4.396216666666667,77.94871794871796,59.55955955955956,6.7881944444444455,0.6091825307950728,28.25322391559203,37.10174717368962
tinie tempah,written in the stars (feat. eric turner),207653,False,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,hip hop,3.4608833333333333,3.4608833333333333,67.2820512820513,93.1931931931932,17.031250000000004,6.864501679731243,25.67409144196952,54.88180883864337
bruno mars,talking to the moon,217866,False,2010,76,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,pop,3.6311,3.6311,51.07692307692307,59.05905905905906,5.555555555555556,57.222844344904814,12.543962485345839,8.057553956834532
miley cyrus,can't be tamed,168213,False,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,pop,2.80355,2.80355,64.61538461538461,91.09109109109109,25.0,3.2138857782754755,22.97772567409144,76.3617677286742
mike posner,cooler than me - single mix,213293,False,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,hip hop,3.554883333333333,3.554883333333333,78.76923076923077,82.08208208208208,8.229166666666666,20.044792833146698,80.77373974208675,64.23432682425488
lady gaga,telephone,220640,False,2009,69,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop,3.677333333333333,3.6773333333333333,84.51282051282051,83.68368368368368,7.013888888888889,0.5834266517357223,13.130128956623683,73.58684480986639
yolanda be cool,we no speak americano (jt radio edit),157438,False,2010,1,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic,2.6239666666666666,2.6239666666666666,92.41025641025642,80.58058058058059,8.055555555555555,7.973124300111982,10.82063305978898,75.74511819116135
rihanna,hard,250600,True,2009,55,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,hip hop,4.176666666666667,4.176666666666667,31.794871794871792,74.67467467467468,19.270833333333336,1.3549832026875699,76.08440797186401,16.752312435765674
tinie tempah,pass out,268053,True,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,hip hop,4.46755,4.46755,71.07692307692307,89.1891891891892,51.38888888888889,3.146696528555431,16.764361078546305,54.67625899280576
adam lambert,whataya want from me,227320,False,2009,57,0.438,0.672,11,-4.706,0,0.0429,0.0055,0.0,0.0583,0.457,185.934,pop,3.788666666666667,3.788666666666667,44.92307692307693,67.26726726726727,7.447916666666668,0.6159014557670772,6.834701055099648,46.968139773895174
trey songz,bottoms up (feat. nicki minaj),242013,True,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,hip hop,4.03355,4.03355,86.66666666666667,60.16016016016016,27.95138888888889,2.295632698768197,45.13481828839391,33.81294964028777
timbaland,if we ever meet again (featuring katy perry),292706,False,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,hip hop,4.878433333333334,4.878433333333334,66.87179487179488,60.56056056056056,6.822916666666668,0.5386338185890257,7.092614302461898,40.493319630010284
enrique iglesias,i like it,231373,False,2010,63,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,pop,3.856216666666666,3.8562166666666666,66.46153846153847,94.29429429429429,15.243055555555557,2.351623740201568,6.963657678780774,75.0256937307297
tim berg,seek bromance - avicii’s vocal edit,203960,False,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,pop,3.3993333333333333,3.3993333333333333,52.820512820512825,83.78378378378379,6.961805555555555,9.720044792833146,4.7245017584994144,53.442959917780065
usher,omg (feat. will.i.am),269493,False,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,hip hop,4.49155,4.49155,80.10256410256412,74.57457457457457,5.763888888888889,22.17245240761478,42.20398593200469,33.50462487153135
maroon 5,misery,216200,False,2010,67,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,pop,3.6033333333333335,3.6033333333333335,72.1025641025641,81.08108108108108,7.361111111111112,0.03527435610302351,25.32239155920281,74.61459403905447
rihanna,man down,267000,True,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,hip hop,4.45,4.45,48.205128205128204,90.49049049049049,30.729166666666668,4.882418812989921,5.756154747948417,57.24563206577595
3oh!3,my first kiss (feat. ke$ha),192440,False,2010,62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,hip hop,3.207333333333333,3.207333333333333,69.94871794871796,88.988988988989,13.958333333333334,0.631578947368421,42.20398593200469,84.99486125385405
justin bieber,baby,214240,False,2010,81,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,pop,3.570666666666667,3.570666666666667,74.66666666666667,85.98598598598598,23.784722222222225,4.490481522956326,13.012895662368113,54.98458376156218
cali swag district,teach me how to dougie,237480,True,2011,66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,hip hop,3.958,3.958,86.76923076923076,43.84384384384384,24.479166666666664,22.396416573348265,11.00820633059789,52.6207605344296
swedish house mafia,miami 2 ibiza - swedish house mafia vs. tinie tempah,206460,True,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,pop,3.441,3.441,75.48717948717949,92.992992992993,11.701388888888891,0.26539753639417696,47.127784290738575,67.62589928057554
ludacris,how low,201586,True,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,hip hop,3.359766666666667,3.359766666666667,80.51282051282051,49.849849849849846,9.253472222222223,0.2777155655095185,26.260257913247365,42.959917780061666
kesha,blah blah blah (feat. 3oh!3),172053,True,2010,61,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,pop,2.86755,2.86755,77.12820512820512,83.68368368368368,19.96527777777778,9.440089585666293,49.70691676436108,53.34018499486126
dj khaled,"all i do is win (feat. t-pain, ludacris, snoop dogg & rick ross)",232506,True,2010,51,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,hip hop,3.8751,3.8751,55.7948717948718,78.17817817817819,32.8125,1.5677491601343785,18.874560375146544,28.46865364850977
jason derulo,in my head,199026,False,2010,65,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,hip hop,3.3171,3.3171,78.15384615384615,74.87487487487488,5.729166666666667,2.978723404255319,40.79718640093786,87.46145940390545
aloe blacc,i need a dollar,243053,False,2010,1,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,R&B,4.050883333333333,4.050883333333333,86.15384615384615,48.248248248248245,5.781250000000001,22.620380739081746,10.234466588511138,98.35560123329907
b.o.b,airplanes (feat. hayley williams of paramore),180480,True,2010,74,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,hip hop,3.008,3.008,67.6923076923077,86.78678678678679,20.138888888888893,12.318029115341545,4.3141852286049245,38.74614594039055
ludacris,my chick bad,216933,True,2010,68,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,hip hop,3.61555,3.61555,64.0,72.37237237237237,65.625,19.260918253079506,56.62368112543963,77.80061664953752
nelly,just a dream,237800,False,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,hip hop,3.963333333333333,3.9633333333333334,54.46153846153846,75.27527527527528,5.295138888888889,4.714445688689809,14.06799531066823,10.585817060637204
rihanna,what's my name?,263173,False,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,hip hop,4.386216666666667,4.386216666666667,70.97435897435898,78.67867867867868,11.979166666666668,25.755879059350505,9.343493552168814,59.91778006166495
shontelle,impossible,226533,False,2010,35,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,pop,3.77555,3.77555,61.43589743589744,62.46246246246246,5.954861111111111,43.11310190369541,14.654161781946073,55.39568345323741
take that,the flood,289359,False,2010,57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,pop,4.82265,4.82265,52.717948717948715,83.08308308308308,7.638888888888889,4.232922732362822,14.302461899179367,14.18293936279548
trey songz,say aah (feat. fabolous),207546,False,2009,54,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,hip hop,3.4591,3.4591,74.25641025641025,87.08708708708708,19.618055555555557,0.5072788353863382,97.65533411488863,83.24768756423433
drake,over,233560,True,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,hip hop,3.8926666666666665,3.8926666666666665,33.333333333333336,84.88488488488488,48.43750000000001,1.2206047032474803,14.536928487690503,44.501541623843785
example,kickstarts,181826,False,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,pop,3.0304333333333333,3.0304333333333333,62.56410256410256,83.68368368368368,9.947916666666668,0.4188129899216125,41.96951934349355,67.52312435765674
plan b,she said,208853,False,2010,62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007,Dance/Electronic,3.4808833333333333,3.4808833333333333,73.84615384615385,53.85385385385386,24.479166666666664,33.70660694288913,16.881594372801874,83.76156217882837
the saturdays,higher,207613,False,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,pop,3.4602166666666667,3.4602166666666667,65.53846153846155,86.28628628628628,5.920138888888889,5.487122060470325,30.94958968347011,61.25385405960946
jay sean,do you remember,210306,False,2009,2,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,hip hop,3.5051,3.5051,87.6923076923077,66.86686686686687,11.180555555555555,2.7099664053751398,11.957796014067995,82.52826310380269
usher,hey daddy (daddy's home),224093,False,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,hip hop,3.734883333333333,3.7348833333333333,60.51282051282051,69.86986986986986,4.965277777777779,0.019708846584546472,12.543962485345839,36.17677286742035
lil wayne,right above it,271946,True,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,hip hop,4.5324333333333335,4.5324333333333335,38.56410256410256,84.18418418418419,61.80555555555556,4.871220604703247,67.76084407971864,47.584789311408024
the wanted,all time low,205200,False,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,pop,3.42,3.42,70.66666666666667,61.56156156156156,9.774305555555557,39.41769316909294,9.24970691676436,80.47276464542652
kesha,your love is my drug,187133,False,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,pop,3.118883333333333,3.1188833333333332,84.71794871794872,61.261261261261254,17.04861111111111,0.7625979843225084,10.422039859320048,77.6978417266187
ellie goulding,starry eyed,176613,False,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,pop,2.94355,2.94355,51.69230769230769,81.48148148148148,6.753472222222221,15.11758118701008,37.98358733880422,61.25385405960946
drake,find your love,208946,False,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,hip hop,3.4824333333333333,3.4824333333333333,64.1025641025641,61.361361361361354,30.03472222222222,2.3404255319148937,3.352872215709261,75.84789311408016
jason derulo,ridin' solo,215746,False,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,hip hop,3.5957666666666666,3.5957666666666666,45.333333333333336,83.08308308308308,25.34722222222222,14.33370660694289,15.123094958968347,59.40390544707091
two door cinema club,what you know,189693,False,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,World/Traditional,3.16155,3.16155,56.41025641025642,75.37537537537537,7.065972222222222,0.07446808510638298,10.797186400937866,86.43371017471738
jay-z,young forever,253906,True,2009,65,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,hip hop,4.231766666666666,4.231766666666666,65.33333333333333,69.06906906906907,12.031250000000002,46.69652855543113,24.73622508792497,10.585817060637204
young money,bedrock,288133,True,2009,71,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,hip hop,4.802216666666666,4.802216666666666,75.17948717948718,66.46646646646647,51.21527777777778,11.422172452407613,22.3915592028136,57.24563206577595
b.o.b,nothin' on you (feat. bruno mars),268320,False,2010,74,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,hip hop,4.472,4.472,70.56410256410255,85.38538538538538,8.559027777777779,43.225083986562154,10.105509964830011,76.3617677286742
katy perry,teenage dream,227741,False,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,pop,3.795683333333333,3.7956833333333333,73.74358974358974,79.8798798798799,6.267361111111111,1.8141097424412094,15.70926143024619,60.739979445015415
scouting for girls,this ain't a love song,210680,False,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,pop,3.5113333333333334,3.5113333333333334,46.97435897435898,90.5905905905906,7.8298611111111125,0.04826427771556551,44.31418522860493,56.83453237410072
